STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,DAPR,EVAP,MDPR,PGTM,PRCP,RAIN,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT10,WT11
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/1/2016,12.53,,,,,0,0,0,0,48,51,45,,30,30,,,21,29.1,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/2/2016,6.49,,,,,0,0,0,0,47,51,45,,10,360,,,14.1,16.1,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/3/2016,5.59,,,,,0.07,1,0,0,49,62,43,,310,310,,,12.1,16.1,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/4/2016,4.92,,,,,0,0,0,0,49,62,38,,30,20,,,10.1,14.1,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/5/2016,6.71,,,,,0,0,0,0,45,55,34,,80,80,,,14.1,18.1,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/6/2016,8.05,,,,,1.4,1,0,0,47,58,40,,360,10,,,19.9,25.1,1,,1,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/7/2016,3.13,,,,,0.19,1,0,0,59,69,51,,300,150,,,17,23,1,1,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/8/2016,4.47,,,,,0.06,1,0,0,57,68,50,,90,90,,,13,15,1,1,1,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/9/2016,12.53,,,,,0,0,0,0,57,62,42,,310,330,,,25.1,36.9,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/10/2016,7.83,,,,,0,0,0,0,43,52,37,,320,330,,,19.9,23.9,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/11/2016,3.13,,,,,0,0,0,0,42,56,32,,140,140,,,8.9,12.1,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/12/2016,1.34,,,,,0,0,0,0,47,62,35,,190,220,,,6.9,12.1,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/13/2016,3.58,,,,,0,0,0,0,49,64,36,,140,150,,,12.1,15,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/14/2016,4.92,,,,,0,0,0,0,53,65,44,,140,140,,,10.1,14.1,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/15/2016,4.92,,,,,0,0,0,0,61,72,45,,280,290,,,14.1,18.1,1,1,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/16/2016,7.83,,,,,0.17,1,0,0,50,60,42,,350,10,,,21,25.1,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/17/2016,4.92,,,,,0,0,0,0,46,57,36,,330,330,,,19.9,25.1,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/18/2016,1.79,,,,,0,0,0,0,46,61,36,,140,20,,,8.1,13,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/19/2016,6.93,,,,,0,0,0,0,53,68,39,,170,170,,,18.1,23.9,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/20/2016,4.7,,,,,0,0,0,0,56,65,46,,330,330,,,13,17,1,1,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/21/2016,13.2,,,,,0,0,0,0,63,74,44,,330,330,,,30,38.9,1,1,1,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/22/2016,14.99,,,,,0,0,0,0,46,53,38,,330,330,,,31.1,38.9,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/23/2016,3.13,,,,,0,0,0,0,43,55,33,,290,340,,,8.1,13,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/24/2016,7.61,,,,,0,0,0,0,48,67,33,,160,150,,,21,25.1,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/25/2016,5.14,,,,,0.01,1,0,0,63,74,53,,220,220,,,15,21,,,,,,,1,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/26/2016,12.08,,,,,0.26,1,0,0,59,63,49,,20,340,,,19.9,25.1,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/27/2016,9.84,,,,,0,0,0,0,49,58,42,,360,30,,,18.1,25.1,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/28/2016,3.58,,,,,0,0,0,0,48,65,32,,280,320,,,13,21.9,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/29/2016,6.04,,,,,0,0,0,0,55,74,39,,210,180,,,14.1,19.9,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/30/2016,8.28,,,,,0,0,0,0,63,75,48,,210,210,,,18.1,25.9,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,1/31/2016,7.61,,,,,0,0,0,0,68,79,62,,220,190,,,18.1,25.1,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/1/2016,11.41,,,,,0,0,0,0,69,77,64,,150,150,,,29.1,40,1,,,,,,1,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/2/2016,7.38,,,,,0,0,0,0,69,74,49,,340,350,,,17,21.9,1,,,,,,1,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/3/2016,11.41,,,,,0,0,0,0,55,61,44,,350,340,,,21,25.1,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/4/2016,7.38,,,,,0,0,0,0,48,59,38,,340,20,,,21,25.1,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/5/2016,5.82,,,,,0,0,0,0,46,59,33,,150,160,,,17,19.9,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/6/2016,6.71,,,,,0.15,1,0,0,50,60,41,,310,310,,,29.1,38.9,1,,1,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/7/2016,4.25,,,,,0,0,0,0,49,66,34,,160,190,,,14.1,19.9,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/8/2016,12.3,,,,,0,0,0,0,54,63,44,,330,300,,,29.1,36.9,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/9/2016,6.93,,,,,0,0,0,0,51,66,39,,310,320,,,18.1,23.9,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/10/2016,5.14,,,,,0,0,0,0,53,71,38,,170,170,,,14.1,18.1,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/11/2016,8.95,,,,,0,0,0,0,64,80,55,,230,230,,,19.9,25.1,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/12/2016,4.25,,,,,0,0,0,0,66,78,55,,280,230,,,14.1,19.9,1,,,,,,1,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/13/2016,9.17,,,,,0,0,0,0,60,67,51,,130,130,,,18.1,23,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/14/2016,9.4,,,,,0,0,0,0,63,74,57,,180,160,,,21,30,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/15/2016,7.83,,,,,0,0,0,0,67,76,46,,320,260,,,21,30,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/16/2016,4.47,,,,,0,0,0,0,60,79,41,,310,270,,,14.1,19.9,,,,,,,1,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/17/2016,6.71,,,,,0,0,0,0,62,73,47,,70,40,,,16.1,21.9,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/18/2016,9.17,,,,,0,0,0,0,60,77,42,,150,160,,,21.9,28,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/19/2016,9.62,,,,,0,0,0,0,69,81,63,,160,160,,,19.9,25.9,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/20/2016,8.95,,,,,0,0,0,0,70,79,63,,160,150,,,19.9,23.9,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/21/2016,5.14,,,,,0,0,0,0,69,74,63,,160,170,,,14.1,18.1,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/22/2016,3.8,,,,,0.67,1,0,0,67,68,57,,90,90,,,14.1,16.1,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/23/2016,14.32,,,,,1.13,1,0,0,63,73,48,,310,310,,,33.1,44.1,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/24/2016,12.53,,,,,0,0,0,0,53,63,41,,310,330,,,30,40.9,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/25/2016,8.05,,,,,0,0,0,0,55,72,40,,340,330,,,18.1,21.9,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/26/2016,4.25,,,,,0,0,0,0,53,63,39,,70,100,,,13,17,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/27/2016,5.14,,,,,0,0,0,0,54,71,40,,160,160,,,18.1,23,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/28/2016,7.83,,,,,0,0,0,0,59,74,44,,170,170,,,17,23,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,2/29/2016,6.04,,,,,0,0,0,0,66,78,55,,150,150,,,17,21,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/1/2016,6.93,,,,,0,0,0,0,68,78,62,,20,210,,,15,19.9,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/2/2016,12.53,,,,,0,0,0,0,63,70,49,,140,150,,,23,28,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/3/2016,9.84,,,,,0,0,0,0,69,84,61,,340,330,,,18.1,28,1,,,,,,1,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/4/2016,5.59,,,,,0,0,0,0,64,74,48,,130,170,,,15,18.1,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/5/2016,4.47,,,,,0,0,0,0,61,76,47,,140,140,,,15,16.1,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/6/2016,9.4,,,,,0,0,0,0,60,75,47,,150,150,,,29.1,36,1,1,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/7/2016,16.11,,,,,0,0,0,0,67,75,62,,150,140,,,29.1,35.1,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/8/2016,17,,,,,0.22,1,0,0,69,72,67,,150,140,,,36,42.9,1,,1,,,,1,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/9/2016,12.97,,,,,1.44,1,0,0,69,73,61,,150,140,,,32,38,1,1,1,,,,1,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/10/2016,11.63,,,,,0.9,1,0,0,66,76,63,,30,30,,,23,29.1,1,,1,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/11/2016,8.28,,,,,0.11,1,0,0,68,74,63,,70,150,,,18.1,25.9,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/12/2016,5.82,,,,,0.02,1,0,0,67,75,60,,210,210,,,18.1,23.9,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/13/2016,7.83,,,,,0,0,0,0,68,82,56,,220,220,,,19.9,29.1,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/14/2016,7.16,,,,,0,0,0,0,71,87,56,,220,210,,,16.1,23,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/15/2016,8.05,,,,,0,0,0,0,72,84,64,,230,210,,,16.1,28,1,,,,,,1,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/16/2016,8.72,,,,,0,0,0,0,71,78,63,,140,140,,,21.9,23.9,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/17/2016,6.26,,,,,0,0,0,0,71,80,62,,160,150,,,14.1,19.9,1,1,,,,,1,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/18/2016,6.26,,,,,0,0,0,0,71,81,63,,360,350,,,19.9,23.9,1,1,1,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/19/2016,15.43,,,,,0,0,0,0,62,69,50,,360,20,,,25.9,33.1,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/20/2016,11.86,,,,,0,0,0,0,53,61,43,,340,320,,,29.1,38,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/21/2016,5.82,,,,,0,0,0,0,49,63,34,,110,120,,,16.1,19.9,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/22/2016,10.51,,,,,0,0,0,0,57,70,42,,160,150,,,21.9,29.1,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/23/2016,13.42,,,,,0.03,1,0,0,67,76,63,,160,180,,,21.9,32,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/24/2016,11.18,,,,,0.38,1,0,0,63,69,51,,310,310,,,36.9,49,1,,1,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/25/2016,3.8,,,,,0,0,0,0,56,70,42,,140,150,,,16.1,17,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/26/2016,4.92,,,,,0,0,0,0,59,75,46,,120,160,,,13,17,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/27/2016,7.38,,,,,0,0,0,0,67,77,57,,310,320,,,23.9,29.1,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/28/2016,5.82,,,,,0,0,0,0,62,75,49,,140,140,,,14.1,16.1,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/29/2016,8.95,,,,,0,0,0,0,66,71,59,,130,140,,,19.9,23.9,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/30/2016,11.63,,,,,0.13,1,0,0,70,75,68,,150,150,,,23,35.1,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,3/31/2016,6.49,,,,,0.02,1,0,0,75,85,65,,20,20,,,16.1,21.9,1,,,,,,1,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/1/2016,14.32,,,,,0.05,1,0,0,66,69,48,,40,30,,,29.1,36.9,,,1,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/2/2016,7.16,,,,,0,0,0,0,57,72,46,,360,10,,,21,28,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/3/2016,2.91,,,,,0,0,0,0,59,74,42,,170,170,,,10.1,13,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/4/2016,4.03,,,,,0,0,0,0,64,80,48,,260,270,,,12.1,15,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/5/2016,6.49,,,,,0,0,0,0,67,81,50,,150,150,,,19.9,21.9,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/6/2016,6.93,,,,,0,0,0,0,68,79,55,,340,270,,,15,23,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/7/2016,2.91,,,,,0,0,0,0,67,85,49,,160,150,,,12.1,14.1,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/8/2016,4.7,,,,,0,0,0,0,69,82,52,,60,70,,,21.9,25.9,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/9/2016,9.62,,,,,0,0,0,0,65,78,54,,150,140,,,23.9,32,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/10/2016,12.08,,,,,0.02,1,0,0,69,80,60,,150,150,,,28,35.1,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/11/2016,9.62,,,,,0.01,1,0,0,72,79,67,,160,160,,,35.1,40.9,1,,1,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/12/2016,8.95,,,,,0.01,1,0,0,72,76,66,,70,60,,,19.9,23,1,,1,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/13/2016,6.49,,,,,0.63,1,0,0,66,72,62,,40,40,,,21,23,1,,1,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/14/2016,7.61,,,,,0,0,0,0,68,76,60,,350,350,,,16.1,23,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/15/2016,5.37,,,,,0,0,0,0,67,79,58,,110,120,,,14.1,17,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/16/2016,15.66,,,,,0.01,1,0,0,70,79,59,,120,120,,,25.9,35.1,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/17/2016,18.34,,,,,0.71,1,0,0,71,76,65,,140,110,,,33.1,44.1,1,,1,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/18/2016,6.93,,,,,9.92,1,0,0,67,70,64,,10,130,,,25.9,36,1,1,1,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/19/2016,6.26,,,,,0.02,1,0,0,70,79,65,,130,120,,,17,21.9,1,1,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/20/2016,4.92,,,,,0.71,1,0,0,70,78,63,,330,330,,,23,30,1,,1,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/21/2016,3.36,,,,,0.77,1,0,0,68,74,62,,330,340,,,28,33.1,1,,1,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/22/2016,4.47,,,,,0,0,0,0,70,81,60,,10,30,,,16.1,21.9,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/23/2016,4.25,,,,,0,0,0,0,68,80,56,,120,60,,,14.1,18.1,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/24/2016,7.38,,,,,0.32,1,0,0,67,77,57,,140,150,,,19.9,23.9,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/25/2016,9.4,,,,,0,0,0,0,73,85,67,,150,150,,,21.9,25.9,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/26/2016,13.2,,,,,0,0,0,0,76,83,73,,140,140,,,23.9,30,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/27/2016,6.93,,,,,0.6,1,0,0,74,86,61,,290,300,,,23,49,1,,1,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/28/2016,10.51,,,,,0,0,0,0,75,85,65,,140,140,,,21,29.1,1,1,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/29/2016,15.88,,,,,0.01,1,0,0,78,86,73,,150,150,,,25.9,36,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,4/30/2016,8.05,,,,,0.6,1,0,0,77,85,65,,320,310,,,35.1,44.1,1,,1,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,5/1/2016,9.17,,,,,0,0,0,0,76,85,70,,130,140,,,19.9,23,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,5/2/2016,11.41,,,,,0.05,1,0,0,69,74,61,,360,360,,,23.9,30,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,5/3/2016,8.5,,,,,0,0,0,0,65,76,56,,10,40,,,17,23.9,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,5/4/2016,5.14,,,,,0,0,0,0,68,82,54,,310,20,,,18.1,31.1,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,5/5/2016,6.49,,,,,0,0,0,0,71,85,59,,350,30,,,17,28,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,5/6/2016,3.36,,,,,0,0,0,0,71,84,55,,110,150,,,12.1,16.1,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,5/7/2016,7.61,,,,,0,0,0,0,71,83,57,,130,130,,,19.9,25.9,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,5/8/2016,9.62,,,,,0,0,0,0,72,79,63,,140,140,,,23.9,30,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,5/9/2016,14.09,,,,,0.01,1,0,0,75,83,70,,150,150,,,38,47,,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,5/10/2016,10.29,,,,,0,0,0,0,78,87,70,,150,140,,,21,25.1,1,,,,,,1,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,5/11/2016,10.29,,,,,0.01,1,0,0,78,86,71,,140,150,,,25.1,30,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,5/12/2016,4.47,,,,,0.35,1,0,0,79,89,71,,50,100,,,13,16.1,1,,1,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,5/13/2016,5.82,,,,,0,0,0,0,78,88,69,,160,170,,,23,30,1,,1,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,5/14/2016,3.8,,,,,0.77,1,0,0,74,87,67,,190,190,,,23,32,1,,1,,,,1,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,5/15/2016,6.71,,,,,0.86,1,0,0,71,80,67,,80,70,,,13,17,1,,1,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,5/16/2016,8.72,,,,,0.17,1,0,0,69,73,65,,100,130,,,17,23,1,,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,5/17/2016,4.25,,,,,0,0,0,0,71,83,67,,350,30,,,14.1,19.9,1,1,,,,,,,
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29,5/18/2016,9.17,,,,,0.01,1,0,0,74,81,68,,10,10,,,17,21,,,,,,,,,
